Id,AccountName,EndUserID,Date(UTC),QuestionDate&Time(UTC),QuestionDate&Time(Eastern),SurveyName,SurveyID,Answer,AnswerFreetext,UserName,UserType,UserRole,UserStatus,UserInfo,Question
11,caps,caps_F2AAAD00-6D67-464A-8589-E33EABE90FC0,2023-02-20,2023-02-20 14:22:59,2023-02-20 14:22:59,Sondage Training  DT,95966,Satisfied,,2022-11-16T17:01:11.670Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
12,caps,caps_C9832BD6-08D6-4E81-961F-E89EC3E4F6E2,2023-02-20,2023-02-20 19:04:05,2023-02-20 19:04:05,Sondage Training  DT,95966,Satisfied,,2022-12-08T17:06:17.020Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
13,caps,caps_488B27AD-5C7C-430B-A41A-98E440170E0B,2023-02-24,2023-02-24 20:49:23,2023-02-24 20:49:23,Sondage Training  DT,95966,Satisfied,,2022-12-15T14:37:53.260Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
14,drharvey,drharvey_91390AC6-F158-4B59-B9EA-5E640CD6D0B4,2023-03-14,2023-03-14 14:01:14,2023-03-14 14:01:14,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
15,clscgrandmere,clscgrandmere_64DF97ED-B389-46B9-8FE8-3BC7BE4751C9,2023-03-20,2023-03-20 13:10:48,2023-03-20 13:10:48,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
16,clscgrandmere,clscgrandmere_E48BF02E-1945-4B1E-AF23-653824491EB0,2023-03-20,2023-03-20 13:26:05,2023-03-20 13:26:05,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
17,eliv,eliv_54694868-C2EF-446A-A8EE-70A73F5976A5,2023-03-20,2023-03-20 14:52:07,2023-03-20 14:52:07,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
18,eliv,eliv_5F4F02EA-06EE-446A-9B5A-4E98EF870BA5,2023-03-20,2023-03-20 16:53:42,2023-03-20 16:53:42,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
19,clscgrandmere,clscgrandmere_820D6594-B9DD-4CCB-984A-9E6C3ED64E3F,2023-03-21,2023-03-21 12:17:14,2023-03-21 12:17:14,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,NursePractitioner,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
20,maritimeallergy,maritimeallergy_69A962C3-E9F0-4FF4-A882-3BDDD25786FB,2023-03-21,2023-03-21 11:25:52,2023-03-21 11:25:52,Sondage Training  DT,95966,Satisfied,,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
21,clscgrandmere,clscgrandmere_85BE20BC-5EA1-42CF-8DBE-25D5D51409EA,2023-03-22,2023-03-22 15:31:56,2023-03-22 15:31:56,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
22,maritimeallergy,maritimeallergy_77849FA2-C950-4F16-913C-A5A600A248E6,2023-03-22,2023-03-22 14:04:59,2023-03-22 14:04:59,Sondage Training  DT,95966,Completely satisfied,,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
23,clscgrandmere,clscgrandmere_7BCCF0D2-B18C-4916-8EC7-ABC434E89112,2023-03-24,2023-03-24 23:13:49,2023-03-24 23:13:49,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
24,gmfsthenri,gmfsthenri_1A8E21D6-68DE-43F4-9AD3-BA0EE24ECF11,2023-03-27,2023-03-27 15:33:50,2023-03-27 15:33:50,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
25,gmfsthenri,gmfsthenri_94023718-2C96-45E2-900D-0F79C2E37A4D,2023-03-27,2023-03-27 16:31:50,2023-03-27 16:31:50,Sondage Training  DT,95966,Insatisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
26,gmfsthenri,gmfsthenri_691B92F7-07CB-4410-8159-68743751F9FC,2023-03-27,2023-03-27 16:52:07,2023-03-27 16:52:07,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
27,gmfsthenri,gmfsthenri_21AD3838-F064-4130-B8D3-542A3E111224,2023-03-27,2023-03-27 18:20:45,2023-03-27 18:20:45,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
28,gmfsthenri,gmfsthenri_835B55B3-4CAB-4676-9153-6575D5F932BC,2023-03-27,2023-03-27 19:48:13,2023-03-27 19:48:13,Sondage Training  DT,95966,Completely satisfied,,2023-03-01T00:00:00.000Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
29,interface,interface_0D4E00FF-C71A-4AA8-B3E7-AF5E02307B94,2023-03-27,2023-03-27 21:27:57,2023-03-27 21:27:57,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
30,gmfsthenri,gmfsthenri_1A8E21D6-68DE-43F4-9AD3-BA0EE24ECF11,2023-03-28,2023-03-28 10:52:22,2023-03-28 10:52:22,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
31,gmfsthenri,gmfsthenri_7DEDA4E3-A9C3-4C40-8216-6D89B42289FD,2023-03-28,2023-03-28 11:39:39,2023-03-28 11:39:39,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
32,gmfsthenri,gmfsthenri_CAE4C0B2-77F1-4218-A5E9-7ECD46D4FE0E,2023-03-28,2023-03-28 11:48:09,2023-03-28 11:48:09,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
33,gmfsthenri,gmfsthenri_AFD7AB84-2E97-4DC9-8445-D17F3FEE9E3F,2023-03-28,2023-03-28 12:00:40,2023-03-28 12:00:40,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
34,gmfsthenri,gmfsthenri_B0A9D9A6-84F3-4E21-B077-55B60BE4BECE,2023-03-28,2023-03-28 12:05:19,2023-03-28 12:05:19,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
35,gmfsthenri,gmfsthenri_CE387124-BF56-4DF7-A339-2A6BDF33F01D,2023-03-28,2023-03-28 12:27:37,2023-03-28 12:27:37,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,OtherProfession,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
36,gmfsthenri,gmfsthenri_49FFA72D-608C-4AB5-ACE1-BCB937C92CC6,2023-03-28,2023-03-28 14:12:53,2023-03-28 14:12:53,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,OtherProfession,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
37,gmfsthenri,gmfsthenri_173D5E37-CEA6-45DA-9221-A124E5305767,2023-03-29,2023-03-29 11:53:02,2023-03-29 11:53:02,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
38,gmfsthenri,gmfsthenri_77F420D6-9590-4D08-B143-73A51AF60608,2023-03-29,2023-03-29 11:55:23,2023-03-29 11:55:23,Sondage Training  DT,95966,Insatisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
39,gmfsthenri,gmfsthenri_30DF382E-4099-4579-AA5E-44A94EFCA23F,2023-03-29,2023-03-29 12:13:16,2023-03-29 12:13:16,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
40,gmfsthenri,gmfsthenri_49FFA72D-608C-4AB5-ACE1-BCB937C92CC6,2023-03-29,2023-03-29 12:28:37,2023-03-29 12:28:37,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,OtherProfession,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
41,gmfsthenri,gmfsthenri_A9DAF574-7C83-4E30-B0D0-3F819139D0C9,2023-03-29,2023-03-29 12:51:31,2023-03-29 12:51:31,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
42,gmfsthenri,gmfsthenri_B0A9D9A6-84F3-4E21-B077-55B60BE4BECE,2023-03-30,2023-03-30 00:06:14,2023-03-30 00:06:14,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
43,gmfsthenri,gmfsthenri_77F420D6-9590-4D08-B143-73A51AF60608,2023-03-30,2023-03-30 12:00:53,2023-03-30 12:00:53,Sondage Training  DT,95966,Insatisfait(e),,2023-03-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
44,gmfsthenri,gmfsthenri_2356EA27-7AB0-4616-995B-CB6925639046,2023-03-30,2023-03-30 13:30:24,2023-03-30 13:30:24,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
45,gmfsthenri,gmfsthenri_E7F6D736-ACA4-4704-B7BD-D6D00BB3C249,2023-03-30,2023-03-30 14:01:37,2023-03-30 14:01:37,Sondage Training  DT,95966,Satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
46,gmfsthenri,gmfsthenri_B8AAF427-B545-4A47-82BD-618A054A7874,2023-03-31,2023-03-31 11:21:17,2023-03-31 11:21:17,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
47,cmdelisle,cmdelisle_AA327318-3DC5-4F7D-AEDD-5AA46F7E26FA,2023-04-03,2023-04-03 13:52:42,2023-04-03 13:52:42,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
48,cmdelisle,cmdelisle_7AB1F71B-D884-4045-A8D5-39F692548D72,2023-04-04,2023-04-04 00:12:41,2023-04-04 00:12:41,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
49,cmdelisle,cmdelisle_CA3B0B00-CD53-4FF5-921C-3AEA15A62C34,2023-04-04,2023-04-04 09:13:21,2023-04-04 09:13:21,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-01T00:00:00.000Z,NursePractitioner,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
50,cmdelisle,cmdelisle_76BD9F1C-7F41-4979-8AC3-B7A75922C59A,2023-04-04,2023-04-04 12:09:49,2023-04-04 12:09:49,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
51,cmdelisle,cmdelisle_1739688F-2524-4108-A80C-A4B30FF613F1,2023-04-05,2023-04-05 12:17:34,2023-04-05 12:17:34,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
52,cmdelisle,cmdelisle_76BD9F1C-7F41-4979-8AC3-B7A75922C59A,2023-04-06,2023-04-06 19:13:25,2023-04-06 19:13:25,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-01T00:00:00.000Z,MedicalOffice Assistant,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
53,drnoiseux,drnoiseux_8F02C300-4113-42BF-8BC4-B9268554ECBF,2023-04-18,2023-04-18 00:15:45,2023-04-18 00:15:45,Sondage Training  DT,95966,Totalement satisfait(e),,2023-04-01T00:00:00.000Z,Doctor,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
54,eupcc,eupcc_B9FFDEFF-6B73-4615-BA1A-C2C8AB9EAE77,2023-04-24,2023-04-24 14:36:38,2023-04-24 14:36:38,Sondage Training  DT,95966,Satisfied,,2023-04-04T21:43:58.827Z,Doctor,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
55,eupcc,eupcc_C0C6BE12-6E04-42F2-BA54-16BCBB69CF09,2023-04-24,2023-04-24 14:44:05,2023-04-24 14:44:05,Sondage Training  DT,95966,Satisfied,,2023-04-08T15:43:07.873Z,OtherProfession,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
56,eupcc,eupcc_F26A9294-3283-4538-AC86-89CA83196110,2023-04-24,2023-04-24 14:44:17,2023-04-24 14:44:17,Sondage Training  DT,95966,Unsatisfied,,2023-04-06T19:08:14.400Z,MedicalOffice Assistant,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
57,eupcc,eupcc_F55900E9-8995-4948-8996-3C19BC2F0DC9,2023-04-24,2023-04-24 14:48:42,2023-04-24 14:48:42,Sondage Training  DT,95966,Unsatisfied,,2023-04-07T15:44:30.863Z,Nurse,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
58,eupcc,eupcc_44DF1C5A-6E80-4E9C-AC05-138222604489,2023-04-24,2023-04-24 15:05:39,2023-04-24 15:05:39,Sondage Training  DT,95966,Satisfied,,2023-04-04T22:27:36.930Z,OtherProfession,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
59,eupcc,eupcc_77849FA2-C950-4F16-913C-A5A600A248E6,2023-04-24,2023-04-24 15:39:39,2023-04-24 15:39:39,Sondage Training  DT,95966,Completely satisfied,,2023-03-09T02:59:40.343Z,Doctor,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
60,eupcc,eupcc_17935EB2-1299-4C4D-B80A-4D32605E20C4,2023-04-24,2023-04-24 15:40:50,2023-04-24 15:40:50,Sondage Training  DT,95966,Completely satisfied,,2023-04-11T15:58:32.580Z,OtherProfession,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
61,eupcc,eupcc_99177656-49D5-4F7A-9807-5A7579F551A8,2023-04-24,2023-04-24 17:49:23,2023-04-24 17:49:23,Sondage Training  DT,95966,Satisfied,,2023-04-04T21:52:03.340Z,Doctor,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
62,sayona,sayona_E24C06F3-C5E5-4AC9-B3CA-15339891A99B,2023-04-24,2023-04-24 15:01:12,2023-04-24 15:01:12,Sondage Training  DT,95966,Totalement satisfait(e),,2023-02-23T17:45:53.137Z,Nurse,Practician,CA,QC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
63,umfgm,umfgm_3C7EC365-7108-4694-9640-1AD28DB8A709,2023-04-24,2023-04-24 16:37:43,2023-04-24 16:37:43,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-29T16:17:06.860Z,Doctor,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
64,umfgm,umfgm_E7753319-E204-4AB1-B066-7EF430AA34F1,2023-04-24,2023-04-24 17:48:09,2023-04-24 17:48:09,Sondage Training  DT,95966,Totalement satisfait(e),,2023-04-12T16:29:27.267Z,Doctor,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
65,umfgm,umfgm_E64E19E1-A30D-418E-BDBB-02C399E0A9CC,2023-04-24,2023-04-24 20:50:27,2023-04-24 20:50:27,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-27T13:18:54.900Z,Doctor,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
66,eupcc,eupcc_97A50E36-7561-40DF-889A-C3A173548C41,2023-04-25,2023-04-25 14:35:45,2023-04-25 14:35:45,Sondage Training  DT,95966,Satisfied,,2023-03-15T17:12:07.013Z,OtherProfession,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
67,eupcc,eupcc_53FBCA66-5018-4245-8B41-F4D210EC8435,2023-04-25,2023-04-25 19:39:05,2023-04-25 19:39:05,Sondage Training  DT,95966,Satisfied,,2023-04-04T22:25:15.470Z,Nurse,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
68,umfgm,umfgm_984D9D21-FCC5-45CE-98D9-E7A1F99C290F,2023-04-25,2023-04-25 11:15:48,2023-04-25 11:15:48,Sondage Training  DT,95966,Satisfait(e),,2023-04-17T11:58:06.040Z,Resident,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
69,umfgm,umfgm_18EB7E43-6999-4A9C-B33E-B1E59ED65CAE,2023-04-25,2023-04-25 11:47:35,2023-04-25 11:47:35,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-29T16:14:22.543Z,Doctor,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
70,umfgm,umfgm_5E828F16-8A8F-49BC-8B59-D63524777BEA,2023-04-25,2023-04-25 16:32:27,2023-04-25 16:32:27,Sondage Training  DT,95966,Totalement satisfait(e),,2023-03-28T15:33:08.650Z,Doctor,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
71,eupcc,eupcc_5586E6EF-76F4-4411-8B3B-6353C903DCE1,2023-04-26,2023-04-26 22:58:25,2023-04-26 22:58:25,Sondage Training  DT,95966,Satisfied,,2023-04-10T20:58:19.283Z,Nurse,Practician,CA,BC,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
72,umfgm,umfgm_8ACB1CBA-0BCF-4E02-A762-BF0B6B33D65A,2023-04-26,2023-04-26 10:58:34,2023-04-26 10:58:34,Sondage Training  DT,95966,Totalement satisfait(e),,2023-01-27T19:20:04.293Z,MedicalOffice Assistant,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
73,umfgm,umfgm_0BBDE5F9-D6C1-4E1B-A129-961B36085C89,2023-04-26,2023-04-26 11:16:31,2023-04-26 11:16:31,Sondage Training  DT,95966,Satisfait(e),,2023-01-27T19:14:40.333Z,MedicalOffice Assistant,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
74,umfgm,umfgm_9873DAD7-CF34-4657-817A-8723B077384D,2023-04-26,2023-04-26 11:42:43,2023-04-26 11:42:43,Sondage Training  DT,95966,Totalement satisfait(e),,2023-01-31T18:24:27.950Z,OtherProfession,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
75,umfgm,umfgm_FC65F18E-80C9-4D2B-AD3D-DAC4F1DD6C78,2023-04-26,2023-04-26 15:07:30,2023-04-26 15:07:30,Sondage Training  DT,95966,Totalement satisfait(e),,2023-01-12T15:44:29.897Z,Doctor,Practician,CA,NB,"[jquery]title[/jquery], how satisfied are you with the training and the coaching given by the MEDFAR team during the transition to MYLE?"
