AccountName,AnalyticsPropertyStatus,UserID,SurveyID,Question,UsersViewedSurveys,UsersSubmittedSurveys
cmmascouche,CA,cmmascouche_E749DD3D-61BE-4C8A-8383-5D0DD04563F4,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",0,1
deploiement,CA,deploiement_29BE4E5D-D2DF-4430-927C-500DE54646CC,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",0,1
deploiement,CA,deploiement_702E7267-306E-485A-9710-C6F5CF20D370,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",0,1
deploiement,CA,deploiement_7CCA10CE-A0AA-45FC-8713-01BB624AAACD,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",0,1
gilbertrdfp,CA,gilbertrdfp_772ED77C-4E78-42C4-A38F-C7A7C3BBC3A1,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",0,1
langaracollege,CA,langaracollege_6A999A5B-A34F-479B-9CBD-A5B2834C0A3D,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",0,1
catalystkinetics,CA,catalystkinetics_E153EBA4-1FE8-4CCD-A60E-F2767E68E425,101436,"[jquery]title[/jquery], how satisfied are you with the MYLE product?",0,1
amc,CA,amc_15845FDB-5DA8-41EF-AD48-818132CA331D,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
amc,CA,amc_222FC9F6-5817-4016-AD32-F6C9DF03D08C,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
amc,CA,amc_510F05FD-B6FD-4499-847C-116F3B054E5B,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
amc,CA,amc_AD98F8DB-3F90-4BD6-B2B3-6EF3F6BE50B5,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
amc,CA,amc_C03D16AA-6CA5-408D-9E50-0005897C86B8,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
amc,CA,amc_C4EF60D1-BB15-4C7A-ADA6-6CAD879DA970,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
jpl,CA,jpl_C8539F43-9816-4B09-88E3-D52A66E9AD73,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cchc,CA,cchc_0B8ECB56-505A-4C91-9AA9-0E5E90010008,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cvhc,CA,cvhc_0ED4A989-F255-425A-B1C7-ADDD56D51E06,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cvhc,CA,cvhc_13E50BCD-C7C6-4A56-A46D-A24963F31B01,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cvhc,CA,cvhc_E59B454D-A691-46E5-8B1E-481C6D6C28E0,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cvhc,CA,cvhc_F7A7A593-7F4C-49D7-A3EA-9C2DF3C0B94C,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
drpp,CA,drpp_502DF547-C8D4-4C0E-8189-22EA1A27B39D,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
drpp,CA,drpp_B303FADE-B66E-47B1-9244-7854EF171B6A,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_0A073645-0594-406F-9B07-DC527F77D587,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_3D1EDFB5-2BFF-46AF-A8F5-F85C8F54C3C9,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_5D772AEA-CF10-4CB7-832D-E0181304A44E,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_953C388F-FFFE-4681-BE75-726A3725FE4E,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_9852A46F-6030-4A4D-835A-746FE9BC3314,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_ABC715A7-92C7-4A77-BCAC-89534A5D31F1,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_D22179E0-4D2E-4DE2-871C-E11935DD1F9C,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_EAB7972C-02C0-41BF-B692-CBECDB3E8CF5,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_EACB4780-79BF-488E-9E13-B42D4638F607,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_F093B15B-1E06-4787-9EB9-6764843B57BF,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_F708FE2D-62F0-40CF-8251-A1C6C1DBEAB2,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_2B1FF1BB-4135-4B0A-B524-2D22EA1EF8B2,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_30022EC5-566F-496E-BB83-A6B4C77F18C3,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_C2CD04B0-8924-4EAB-AE10-824246079696,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_E2F66AA3-B569-4AE3-B69C-E309E96C1806,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_E77D9C38-34A6-45ED-B0DA-522D30E40864,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_FA694BCC-F0EA-49B9-AABC-9D90F0D3CFE4,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmfthja,CA,cmfthja_F7FDF0DF-4E74-4761-8B56-BE63DF92ECA0,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
expertmed,CA,expertmed_0987768E-D2B6-4C93-B944-45DD2478570D,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
chanclinic,CA,chanclinic_8D4C2027-8224-4A20-879B-9F9415725800,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_15EB2717-21EB-4610-A425-EEA547D19881,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_3E24B8B3-4708-4009-985D-F5CA1A0B54D8,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_793C337F-673E-4D00-993A-0F2DCEB34BD8,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_7D122850-240E-4458-A834-7F08305CB6D9,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_A5425561-FD44-467C-8B93-7FB3DCEBB201,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_A5870C43-BBA6-4239-B359-B34B717B3A07,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_B36A499A-918D-4950-86D0-71F5B491832F,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_B612D88A-691B-4C57-B5F4-78FDEEDA54CD,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_B9389D3A-B031-4BE6-A73A-CDF97EBE046F,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_C2CCA8E8-4DBE-4FD5-BA41-4DEDEDEFAA42,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
cmmascouche,CA,cmmascouche_E749DD3D-61BE-4C8A-8383-5D0DD04563F4,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
gilbertrdfp,CA,gilbertrdfp_772ED77C-4E78-42C4-A38F-C7A7C3BBC3A1,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
langaracollege,CA,langaracollege_6A999A5B-A34F-479B-9CBD-A5B2834C0A3D,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
catalystkinetics,CA,catalystkinetics_E153EBA4-1FE8-4CCD-A60E-F2767E68E425,101436,Are you satisfied with the customer support received by the MEDFAR team?,0,1
amc,CA,amc_15845FDB-5DA8-41EF-AD48-818132CA331D,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
amc,CA,amc_222FC9F6-5817-4016-AD32-F6C9DF03D08C,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
amc,CA,amc_24C0AB2E-12EE-4E77-A35B-50BC3C640FA1,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
amc,CA,amc_510F05FD-B6FD-4499-847C-116F3B054E5B,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
amc,CA,amc_C03D16AA-6CA5-408D-9E50-0005897C86B8,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
amc,CA,amc_E1CDA108-A400-4B5D-9524-7E7AA5CF1DCD,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
amc,CA,amc_F22B794A-9A4B-406D-BE97-D13F2459DAA5,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
asp,CA,asp_77849FA2-C950-4F16-913C-A5A600A248E6,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
asp,CA,asp_E5BEDC49-E945-4FA0-8F87-ACFC00F038B1,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
cmr,CA,cmr_4D305A79-BCFB-4E3D-B995-C00D80664400,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
cpd,CA,cpd_D2BD0864-DAD6-4B1E-AD9D-A2C2C95409EE,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
csb,CA,csb_E1B34D3E-47A7-4D90-9B2F-ECD33927F312,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
wbm,CA,wbm_558E2669-BE36-49D1-9A07-24320840FEC3,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
chmg,CA,chmg_24B67180-BA6D-4F50-BFE8-FCDAD39A99EF,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
chmg,CA,chmg_5A829148-F68E-4BC4-B07D-CB12375C697A,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
chmg,CA,chmg_5F9F8AC4-7B5E-4D03-A9AF-FBBD710FD0F2,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
chmg,CA,chmg_C38F5A7B-B414-46C7-9945-CB33D2BB3EEA,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
cvhc,CA,cvhc_03A71AE8-343D-4DF4-B84A-72CFE61F6A0E,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
cvhc,CA,cvhc_0ED4A989-F255-425A-B1C7-ADDD56D51E06,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
cvhc,CA,cvhc_495D3B61-D2E8-47A5-8044-F9E018B775E5,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
cvhc,CA,cvhc_E59B454D-A691-46E5-8B1E-481C6D6C28E0,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
drpp,CA,drpp_B303FADE-B66E-47B1-9244-7854EF171B6A,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
shhc,CA,shhc_4B995B7D-C195-4157-B479-3BA2F4DA1106,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
shhc,CA,shhc_4EBEED24-396A-47B9-AC4D-B1C81375EEA3,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
shhc,CA,shhc_51A737EC-7F78-4DE9-B909-EFF72A41857E,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
shhc,CA,shhc_71103B52-7AC5-4EBD-ACF3-1DD2D9EDF80C,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
shhc,CA,shhc_714A79B4-8C12-4BCA-A1C9-A1A10290050C,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
shhc,CA,shhc_C449D7EE-6ED5-468E-AACF-F58308D24D38,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
shhc,CA,shhc_CA8873E0-2AEB-4B89-8DB5-E1D3205E1B3B,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
oasis,CA,oasis_096A9194-4965-4AD8-86D3-23C8DA7CCBDE,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
oasis,CA,oasis_78439CDE-A58A-4998-9A81-D05DDB97B21E,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_0A073645-0594-406F-9B07-DC527F77D587,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_1126027A-706A-4D21-926D-196AF200BC6E,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_12A0EC9D-21DE-4E0B-84CD-84F693BD3701,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_3299AEDF-0E41-4A60-8C49-9B814FC3B48A,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_3747C56C-78D6-4762-8832-DFAE73487CBC,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_3D1EDFB5-2BFF-46AF-A8F5-F85C8F54C3C9,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_3E5192AD-1EF1-4B01-96C1-C07E5CF800DE,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_5523F862-A5EA-45D8-8AF6-E9794945E2BE,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_5711655D-6E37-41F4-9180-1C76E1B2309C,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_5D772AEA-CF10-4CB7-832D-E0181304A44E,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_72683A5D-B6C4-4CA2-BCFC-D465323385BD,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_75E2C48C-EBEE-48D0-88E2-13991E649D80,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_8991F0BE-078E-45A9-8602-097E4A4FC9DE,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_8D2338BC-132F-4FEE-895D-805A9F3C651F,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_92EF8DE6-753A-43DF-B1BD-D69FDEA34CFB,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_9B1A7105-B43C-4315-9E6E-FF26A93419A7,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_CB6C06CA-57A4-47EE-9615-5ACE89AB6A4D,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_EACB4780-79BF-488E-9E13-B42D4638F607,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_EC6F322C-5476-4641-81A5-6E7928038DE6,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
ccsmtl,CA,ccsmtl_F708FE2D-62F0-40CF-8251-A1C6C1DBEAB2,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
cmproy,CA,cmproy_93867FB0-EBC4-42F6-A259-BF1C10054EF0,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_1A7042FA-4723-4626-95C2-0EC1A877AEE2,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_794D2019-DCE4-4967-BE94-6F680A92EAF8,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_B05DDE70-19C5-4AC0-B87A-63560F573037,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_C2CD04B0-8924-4EAB-AE10-824246079696,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_D3FE827D-B563-4674-BAC6-D160F32B0421,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfrds,CA,gmfrds_FA694BCC-F0EA-49B9-AABC-9D90F0D3CFE4,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_21D1E165-395F-4A85-A591-FF260FA565B9,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_340359DA-95B2-4A65-9A67-66014A1A8047,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_340EFF52-E3E5-4494-9DED-09ED8DDCA6E5,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_4C9B9A97-3057-4E8C-BFCC-3C08061B5B04,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_7775B769-33E9-4DB1-BB25-B30536359336,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_86063BB1-9C4D-4F7C-9F36-9F9C73876824,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_A2BECBD8-2227-4610-9847-972047DB1E19,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_B6F3D760-9E3C-46E5-983E-7F771131E1E9,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_D1C2CA4F-2A9C-476F-909B-CC185F65BED6,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_DDDD35D4-44FE-444D-A066-AE0D51E874A1,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
gmfujr,CA,gmfujr_FB484874-F125-4AB5-8931-6756329CD2AE,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_079B7FBB-FE40-4869-8B02-A144F1B51A15,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_0BE0B6FF-031B-4F79-B6FB-FE5A549547A8,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_12CFBA0A-277A-4B0E-8233-3729CF163BE7,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_13233F8F-723E-435C-88EF-41624832885A,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_15082A62-5599-4526-90AD-9EAA507B9A61,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_19E27D42-0368-4BB8-9E20-5FBDEBDEB517,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_1A609AAF-4174-491E-8DA5-D973C42EC6A0,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_1A6EDC04-2DDA-464B-95CD-65E7865ECE50,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_1EE610CE-B27C-4F4F-972C-8AF05DCBF5F3,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_27C53852-A811-448A-8B00-BF02210C37D2,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_2C71B82B-3684-4F65-9622-EC6124330B76,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_2D564121-9544-4B03-A5FA-E2E5B6BC1EEB,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_3642A6EF-87D4-4EA8-9454-D8868DFE5C2F,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
mylelan,CA,mylelan_383D1629-FCE3-42B4-83D7-16535B95499C,95966,How satisfied are you with the data transfer carried out by the MEDFAR team?,0,1
